sep=,
pieceWeight=25 crownWeight=125 pruningWindow=10 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,10041524,273477,399731,14,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1998
White,32-27 1,16974043,406482,437806,15,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],2106
White,37x28 1,8684682,425617,462454,14,0,19,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,28-23 1,24163616,553926,455072,14,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,34x23 1,13541848,553451,469252,15,2,18,19,0,0,[0 -10 0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,33x22x11 1,21437016,682584,480790,15,2,17,18,0,0,[25 15 5 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,35-30 1,21936399,692672,486730,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1998
White,30-25 1,20934157,674538,491310,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,36-31 1,53338602,778090,477247,14,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,31-27 1,26241987,706155,475480,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,38-32 1,24899069,679958,495782,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1999
White,32-28 1,20826722,675604,507917,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],2000
White,41-36 1,15918086,569572,494709,12,4,16,16,0,0,[0 0 0 -10 0 -10 0 0 0 0 0 ],1998
White,46-41 1,20622432,532606,450780,12,5,16,16,0,0,[0 0 0 -10 -20 -25 -25 -25 -15 -25 -15 ],1999
White,36-31 1,5907677,412882,510909,12,4,16,16,0,0,[0 0 0 -10 0 -10 0 0 0 0 0 ],1999
White,27x16 1,4656778,364357,498409,15,2,16,16,0,0,[25 25 25 15 25 25 25 25 25 25 25 25 25 25 ],1999
White,26x17x6 1,6953735,343292,465309,16,4,16,15,0,0,[75 75 85 75 85 95 100 100 100 100 100 100 100 100 100 ],1999
White,6x17 1,13207048,466665,478777,15,2,16,13,0,0,[100 90 100 100 100 100 100 100 100 100 100 100 100 100 ],1999
White,16x27 1,16518388,750998,503548,15,0,15,12,0,0,[100 100 100 100 100 100 100 100 100 100 100 100 100 100 ],1998
White,27-21 1,15311864,772712,491338,13,0,15,11,0,0,[100 100 100 100 100 100 100 100 100 100 100 100 ],2000
White,21x12x23 1,49314677,877806,566174,17,7,15,11,0,0,[150 150 150 150 160 170 180 190 200 200 210 220 225 225 225 225 ],2000
White,23x12 1,64455239,610355,551580,18,12,15,9,0,0,[175 175 175 175 185 195 205 200 210 220 230 240 250 260 270 280 290 ],1998
White,12-7 1,19327949,738868,549062,16,13,15,8,0,0,[175 175 185 195 205 215 225 235 245 255 265 275 285 295 305 ],1999
White,7-2 3,15791343,872502,530395,13,4,15,8,0,0,[300 300 300 300 310 320 325 325 335 345 350 350 ],2000
White,2x30 3,39868768,1034706,577559,16,8,15,8,1,0,[325 325 335 325 335 345 355 350 360 370 375 375 375 375 385 ],1999
White,30x8 3,53553670,1316393,528812,19,10,15,7,1,0,[350 350 360 350 360 350 360 370 375 375 375 375 385 375 385 395 400 400 ],1999
White,25x14x23x12 1,0,0,0,1,0,15,6,1,0,[],22
