sep=,
unoccupiedPromotionLineFieldsWeight=25 pawnWeight=50 kingWeight=150 safePawnWeight=5 safeKingWeight=10 aggregatedDistanceOfPawnToPromotionLineWeight=1 defenderPieceWeight=2 attackPawnWeight=3 centerPawnWeight=4 centerKingWeight=10 mainDiagonalPawnWeight=2 mainDiagonalKingWeight=15 doubleDiagonalPawnWeight=2 doubleDiagonalKingWeight=12 lonerPawnWeight=0 lonerKingWeight=0 holeWeight=0 pruningWindow=11 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,17-21 2,4582650,75371,365214,11,0,20,20,0,0,[0 -5 0 -6 1 -5 2 -5 2 -5 ],1990
Black,11x22 2,7908612,100413,378946,11,0,20,19,0,0,[-2 -7 1 -7 1 -5 2 -5 2 -5 ],1967
Black,22x31 2,4957995,94322,355661,12,3,19,19,0,0,[42 31 20 9 2 -6 0 -5 2 -6 2 ],1973
Black,12-17 2,5004565,83429,351208,10,0,18,18,0,0,[8 3 10 2 10 3 9 1 8 ],1981
Black,17x26 2,4811722,89911,354041,11,0,18,18,0,0,[52 47 55 52 60 50 58 51 59 52 ],1977
Black,19-23 2,4869575,83353,345498,10,0,17,18,0,0,[55 52 61 51 60 52 62 54 59 ],1977
Black,14x23 2,3979629,104471,351903,11,1,17,17,0,0,[54 51 60 49 57 54 59 53 58 51 ],1979
Black,26x37 2,7080958,108927,337554,11,3,16,17,0,0,[100 89 78 67 59 55 58 51 56 51 ],1980
Black,16-21 2,6004031,92854,334547,10,0,15,16,0,0,[64 59 66 58 63 56 62 54 60 ],1976
Black,21x32 2,5414069,111348,339393,12,3,15,16,0,0,[102 91 80 69 63 56 63 55 60 55 60 ],1979
Black,23-28 2,5390107,110703,338001,10,0,14,15,0,0,[61 58 63 56 63 55 60 55 60 ],1975
Black,20-24 2,4507903,91701,328039,10,1,14,15,0,0,[59 58 65 54 58 55 60 55 58 ],1981
Black,13x24 2,4965766,125810,334701,11,0,14,14,0,0,[54 53 58 55 58 55 58 52 58 52 ],1978
Black,28-32 2,4178111,121801,349236,10,0,13,14,0,0,[60 59 62 59 60 59 62 57 62 ],1976
Black,32-37 2,5463186,118503,344297,11,1,13,14,0,0,[57 48 53 42 42 37 40 35 41 37 ],1979
Black,18-22 2,8529515,138006,349015,11,4,13,14,0,0,[85 74 63 52 41 35 41 35 42 37 ],1977
Black,9-14 2,4557046,134589,373829,10,1,13,13,0,0,[40 35 38 33 41 35 42 31 36 ],1980
Black,24-29 2,4981000,124481,365613,10,2,13,13,0,0,[38 33 41 36 42 31 36 26 37 ],1978
Black,14-20 2,8056269,79914,347493,12,4,13,13,0,0,[42 31 38 33 38 33 38 27 34 23 34 ],1978
Black,20x29 2,5133770,115997,367705,12,3,13,12,0,0,[38 33 38 33 38 27 34 23 34 24 33 ],1975
