sep=,
pieceWeight=25 crownWeight=125 
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,2649948,0,551433,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],2185
Black,21x32 2,717475,0,125688,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],534
Black,11-16 2,4934945,0,847250,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],3327
Black,17x26 2,2640406,0,471520,12,0,19,19,0,0,[25 25 25 25 25 25 25 25 25 25 25 ],1861
Black,18x27 2,3478953,0,634041,12,0,18,19,0,0,[50 50 50 50 25 50 25 50 50 50 25 ],2527
Black,6-11 2,29748619,0,5300485,12,0,17,19,0,0,[50 50 50 50 50 50 50 50 25 50 25 ],21155
Black,27x18 2,2244041,0,366816,12,0,17,19,0,0,[75 75 75 75 75 75 75 75 75 75 75 ],1465
Black,1-6 2,6059999,0,1212568,12,0,16,19,0,0,[75 75 75 75 75 75 75 75 75 75 75 ],4374
Black,18x29 2,1098232,0,201123,12,0,16,19,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],836
Black,11-17 2,3531244,0,794531,12,0,15,19,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],2844
Black,19x30 2,4958811,0,1155460,12,0,15,19,0,0,[125 125 100 100 100 100 100 100 100 100 100 ],4079
Black,26x37 2,10238455,0,2483093,12,0,14,19,0,0,[125 125 125 125 100 125 125 125 125 125 125 ],8256
Black,30-35 2,30888982,0,7225415,12,0,13,18,0,0,[125 125 100 125 125 125 125 125 125 125 125 ],23869
Black,6-11 2,3652072,0,908442,12,0,13,18,0,0,[125 125 125 125 125 125 125 125 125 125 125 ],2985
Black,16x27 2,888738,0,233522,12,0,13,18,0,0,[150 150 125 150 150 150 150 150 150 150 150 ],719
Black,27x38 2,61141,0,14268,12,0,12,18,0,0,[125 150 150 150 150 150 150 150 150 150 150 ],58
Black,20x29 2,492109,0,111434,12,0,11,16,0,0,[150 150 150 150 150 150 150 150 150 150 150 ],357
Black,29x38 2,2939826,0,706392,12,0,10,16,0,0,[150 150 150 150 150 150 150 150 150 150 150 ],2135
Black,11-16 2,34485272,0,7750099,12,0,9,15,0,0,[150 150 150 150 150 150 150 150 150 150 150 ],24430
Black,13-18 2,49848441,0,10704077,12,0,9,15,0,0,[150 150 150 175 175 175 175 175 150 175 175 ],33714
Black,16x27 2,5514102,0,1323008,12,0,9,15,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],4015
Black,7-11 2,34503471,0,8125110,12,0,8,15,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],24778
Black,2-7 2,45155647,0,10480052,12,0,8,15,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],32352
Black,18x29 2,644044,0,135255,12,0,8,15,0,0,[200 200 200 200 200 200 200 200 200 200 200 ],460
Black,8-13 2,1506182,0,367505,12,0,7,15,0,0,[200 200 200 200 200 200 200 200 200 200 200 ],1076
Black,29x38 2,726272,0,194556,12,0,7,15,0,0,[225 225 200 200 200 200 200 200 200 200 200 ],514
Black,35x44 2,11029949,0,3182438,12,0,6,15,0,0,[225 225 225 225 200 200 200 200 200 200 200 ],7632
Black,3-8 2,47893639,0,13545325,12,0,5,14,0,0,[225 225 225 225 225 225 225 225 225 225 225 ],33308
Black,11-16 2,35383472,0,10274174,12,0,5,14,0,0,[225 225 225 225 225 225 225 225 225 225 225 ],25657
Black,7-11 2,20190397,0,7029394,12,0,5,14,0,0,[225 225 225 225 225 225 225 250 225 250 225 ],15633
Black,17-22 2,11761894,0,4195683,12,0,5,14,0,0,[225 250 225 250 225 250 225 250 225 250 250 ],9058
Black,12x23 2,4613791,0,1429248,12,0,5,14,0,0,[250 250 250 250 250 250 250 250 250 250 250 ],3119
Black,22-28 2,75480173,0,20937424,12,0,4,14,0,0,[250 250 250 250 250 250 250 250 250 275 275 ],49590
Black,23-29 2,25687986,0,8572274,12,0,4,14,0,0,[250 250 250 250 250 250 250 275 275 300 300 ],18216
Black,27x36 2,1971546,0,697633,12,0,4,14,0,0,[275 275 275 275 275 300 300 350 350 400 400 ],1324
Black,36x47 4,3746394,0,1306428,12,0,3,14,0,0,[425 425 425 425 425 450 450 475 475 475 475 ],2405
Black,28-33 2,9862669,0,3443480,12,0,2,14,0,1,[425 450 450 475 475 475 475 550 550 575 575 ],6862
Black,29-34 2,18815622,0,6581401,12,0,2,14,0,1,[425 550 550 550 550 550 550 575 575 600 600 ],14358
Black,38-42 2,6484034,0,2266004,12,0,2,14,0,1,[425 550 550 550 550 575 575 600 600 675 675 ],5630
Black,42-48 4,2282435,0,801116,12,0,2,14,0,1,[550 550 550 575 575 600 600 700 700 725 725 ],1981
Black,16x27 2,55082,0,16853,12,0,2,14,0,2,[575 575 575 600 600 700 700 725 725 725 725 ],56
Black,34-39 2,153942,0,48580,12,0,1,14,0,2,[575 600 600 700 700 725 725 725 725 725 725 ],142
Black,39-43 2,227587,0,77008,12,0,1,14,0,2,[575 700 700 725 725 725 725 725 725 725 725 ],151
Black,33-38 2,284627,0,97056,12,0,1,14,0,2,[700 725 725 725 725 725 725 725 725 725 725 ],235
Black,8-12 2,4156339,0,1345856,12,0,1,14,0,2,[700 700 700 725 725 725 725 725 725 725 725 ],2947
Black,43-49 4,3091743,0,1051067,12,0,1,14,0,2,[700 725 725 725 725 725 725 725 725 725 725 ],2349
Black,12x23 2,33,0,0,12,0,1,14,0,3,[725 725 725 725 725 725 725 725 725 725 725 ],14
White,31-26 1,2895200,0,906300,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],2724
White,32-27 1,2334937,0,733227,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],2191
White,37x28 1,1821876,0,588816,12,0,19,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1717
White,28-23 1,5264011,0,1757487,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],4775
White,34x23 1,471726,0,138403,12,0,18,19,0,0,[-25 25 0 0 0 0 0 0 0 0 0 ],406
White,33x22x11 1,1115604,0,360013,12,0,17,18,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],955
White,35-30 1,14122881,0,4615797,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],11742
White,30-25 1,18807495,0,6313018,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],16152
White,36-31 1,10668330,0,3634161,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],8955
White,31-27 1,15236012,0,5103590,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],12624
White,38-32 1,19709430,0,5863823,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],16290
White,32-28 1,14520484,0,4592759,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],12652
White,42-37 1,27596956,0,8926400,12,0,16,16,0,0,[0 0 -25 0 -25 0 0 0 0 0 0 ],23840
White,37-31 1,13018886,0,4174917,12,0,16,16,0,0,[0 0 -25 0 0 0 0 0 0 0 0 ],11549
White,40-34 1,6568219,0,2041597,12,0,16,16,0,0,[0 0 -25 -25 -25 -25 -25 0 0 0 0 ],5673
White,27x16 1,739162,0,221563,12,0,16,16,0,0,[25 25 0 0 0 25 25 25 25 25 25 ],675
White,26x17x6 1,267042,0,73268,12,0,16,15,0,0,[75 100 75 100 100 100 100 100 75 100 100 ],244
White,6x17 1,1820439,0,524602,12,0,16,13,0,0,[75 100 100 100 100 100 75 100 100 100 100 ],1538
