sep=,
pieceWeight=25 crownWeight=125 pruningWindow=10 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,-541633163,324059,192702,39,4,20,20,0,0,[0 0 10 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],687
Black,21x32 2,86169959,657108,418049,39,2,20,20,0,0,[25 15 5 0 0 5 10 5 5 0 0 0 0 0 0 0 5 5 5 5 5 5 5 5 5 5 5 0 5 5 5 5 5 0 0 0 0 0 ],1190
Black,11-16 2,606131641,1353,1496,39,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],30
Black,16x27 2,1882056496,504057,332788,35,4,19,19,0,0,[25 25 25 25 25 15 25 15 15 15 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 ],872
