sep=,
pieceWeight=25 crownWeight=125 pruningWindow=10 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,1083086,40905,46297,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],331
White,32-27 1,843833,29847,24635,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],143
White,37x28 1,643851,51470,52911,12,0,19,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],263
White,28-23 1,2023976,80558,54847,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],288
White,34x23 1,129992,16222,13233,12,2,18,19,0,0,[0 -10 0 0 0 0 0 0 0 0 0 ],67
White,33x22x11 1,374403,30141,16665,12,2,17,18,0,0,[25 15 5 0 0 0 0 0 0 0 0 ],90
White,35-30 1,4771866,190802,116540,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],545
White,30-25 1,6198321,207985,115250,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],499
White,36-31 1,3913083,133112,66723,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],271
White,31-27 1,5645729,190653,111170,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],460
White,38-32 1,7031551,250127,149928,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],652
White,32-28 1,5976928,238385,181743,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],741
White,41-36 1,12409355,436255,350504,12,4,16,16,0,0,[0 0 0 -10 0 -10 0 0 0 0 0 ],1511
White,46-41 1,19902882,500064,410827,12,5,16,16,0,0,[0 0 0 -10 -20 -25 -25 -25 -15 -25 -15 ],1832
White,36-31 1,2646616,216852,200266,12,4,16,16,0,0,[0 0 0 -10 0 -10 0 0 0 0 0 ],832
White,27x16 1,226783,26810,34987,12,2,16,16,0,0,[25 25 25 15 25 25 25 25 25 25 25 ],151
White,26x17x6 1,72368,7310,11402,12,4,16,15,0,0,[75 75 85 75 85 95 100 100 100 100 100 ],59
White,6x17 1,446948,26521,29672,12,2,16,13,0,0,[100 90 100 100 100 100 100 100 100 100 100 ],138
White,16x27 1,254316,30374,28012,12,0,15,12,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],112
White,27-21 1,2107573,174554,118727,12,0,15,11,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],468
White,21x12x23 1,31083,3637,3705,12,6,15,11,0,0,[150 150 150 150 160 170 180 190 200 200 210 ],27
White,23x12 1,26272,1918,3011,12,6,15,9,0,0,[175 175 175 175 185 195 205 200 210 220 230 ],23
White,12-7 1,67610,3604,4634,12,9,15,8,0,0,[175 175 185 195 205 215 225 235 245 255 265 ],33
White,7-2 3,5426754,363383,134661,12,4,15,8,0,0,[300 300 300 300 310 320 325 325 335 345 350 ],631
White,2x30 3,158800,12234,10036,12,7,15,8,1,0,[325 325 335 325 335 345 355 350 360 370 375 ],52
White,30x8 3,10189,1940,1086,12,6,15,7,1,0,[350 350 360 350 360 350 360 370 375 375 375 ],19
White,25x14x23x12 1,556236,54730,28556,12,5,15,6,1,0,[425 425 425 425 435 425 435 445 450 450 460 ],88
White,8-2 3,343877,24962,19598,12,9,15,3,1,0,[425 425 435 425 435 445 455 465 475 485 495 ],63
White,2-7 3,317151,16098,14261,12,9,15,3,1,0,[425 425 435 445 455 465 475 485 495 505 515 ],53
White,7-1 3,435090,21761,15830,12,9,15,3,1,0,[425 425 435 445 455 465 475 485 495 505 515 ],66
White,1-6 3,292889,14842,11951,12,9,15,3,1,0,[425 425 435 445 455 465 475 485 495 505 515 ],69
White,12-7 1,197973,15105,12443,12,9,15,3,1,0,[425 425 435 445 455 465 475 485 495 505 515 ],53
White,28x19 1,1657,49,293,12,9,15,3,1,0,[450 450 460 470 480 490 500 510 520 530 540 ],15
White,19x30 1,482,9,86,12,9,15,2,1,0,[475 475 485 495 505 515 525 535 545 555 565 ],15
White,7-1 3,2649101,21351,10166,12,2,15,1,1,0,[600 600 600 600 610 620 625 625 625 625 625 ],51
White,30x19 1,22,0,0,12,0,15,1,2,0,[625 625 625 625 625 625 625 625 625 625 625 ],16
Black,16-21 2,814024,47589,111319,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],380
Black,21x32 2,181069,17151,26866,12,2,20,20,0,0,[25 15 5 0 0 0 0 0 0 0 0 ],125
Black,11-16 2,1123471,89510,140631,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],494
Black,17x26 2,507240,35464,52598,12,0,19,19,0,0,[25 25 25 25 25 25 25 25 25 25 25 ],195
Black,18x27 2,607368,45746,61874,12,4,18,19,0,0,[50 50 50 50 50 40 50 40 50 50 50 ],254
Black,6-11 2,3182960,246901,329975,12,0,17,19,0,0,[50 50 50 50 50 50 50 50 50 50 50 ],1528
Black,27x18 2,444146,29406,27865,12,0,17,19,0,0,[75 75 75 75 75 75 75 75 75 75 75 ],126
Black,1-6 2,1535995,102747,141853,12,0,16,19,0,0,[75 75 75 75 75 75 75 75 75 75 75 ],553
Black,18x29 2,214374,22454,31730,12,0,16,19,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],131
Black,11-17 2,829422,81499,105688,12,0,15,19,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],441
Black,19x30 2,1465386,140191,176911,12,2,15,19,0,0,[125 125 125 115 105 100 100 100 100 100 100 ],721
Black,26x37 2,2303123,189609,251023,12,4,14,19,0,0,[150 140 130 125 125 115 125 125 125 125 125 ],1023
Black,20-25 2,7257976,551879,705172,12,2,13,18,0,0,[125 125 125 115 125 125 125 125 125 125 125 ],3270
Black,17-22 2,1992118,228495,245515,12,0,13,18,0,0,[125 125 125 125 125 125 125 125 125 125 125 ],1161
Black,12x23 2,2300064,117483,106358,12,7,13,17,0,0,[125 125 125 115 105 100 110 100 110 100 110 ],468
Black,6-11 2,2097181,159781,174991,12,0,12,17,0,0,[125 125 125 125 125 125 125 125 125 125 125 ],748
Black,7-12 2,1682432,159612,212022,12,0,12,17,0,0,[125 125 125 125 125 125 125 125 125 125 125 ],884
Black,16x27 2,2556213,133875,115496,12,5,12,17,0,0,[150 150 150 140 130 125 135 125 125 125 135 ],517
Black,29x38 2,96080,9119,7992,12,7,11,17,0,0,[175 165 155 145 150 140 130 125 135 145 150 ],54
Black,11-16 2,661568,48234,43129,12,4,10,15,0,0,[125 125 135 125 125 125 135 145 150 150 150 ],194
Black,12x21 2,333152,21352,21023,12,0,10,15,0,0,[150 150 150 150 150 150 150 150 150 150 150 ],107
Black,30x39 2,444637,43607,38165,12,2,9,15,0,0,[175 165 155 150 150 150 150 150 150 150 150 ],164
Black,2-7 2,2638767,267815,214562,12,0,8,14,0,0,[150 150 150 150 150 150 150 150 150 150 150 ],825
Black,23x32 2,1862904,143044,100970,12,2,8,14,0,0,[175 175 175 175 175 175 175 165 165 155 155 ],399
Black,32x41 2,245053,25097,12652,12,2,7,14,0,0,[200 190 180 175 175 175 175 175 175 175 175 ],65
Black,7-11 2,2658808,154144,83509,12,0,6,13,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],339
Black,8-12 2,1792476,114477,71335,12,0,6,13,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],296
Black,11-17 2,1754226,123309,90633,12,0,6,13,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],385
Black,3-8 2,4341339,146394,132981,12,0,6,13,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],503
Black,12-18 2,5621796,212523,212379,12,0,6,13,0,0,[175 175 175 175 175 175 175 175 175 175 175 ],782
Black,13-19 2,4638285,265968,284205,12,2,6,13,0,0,[175 175 175 175 175 175 185 185 195 200 200 ],1022
Black,18x29 2,1146186,72378,41546,12,0,6,13,0,0,[200 200 200 200 200 200 200 200 200 200 200 ],182
Black,8-12 2,4731095,175503,111869,12,0,5,13,0,0,[200 200 200 200 200 200 200 200 200 200 200 ],443
Black,9-13 2,4351419,195188,154044,12,0,5,13,0,0,[200 200 200 200 200 200 200 200 200 200 200 ],608
Black,4-9 2,1116003,103773,92260,12,2,5,13,0,0,[200 200 200 200 200 200 210 220 225 225 225 ],352
Black,21x32 2,305465,34925,29574,12,0,5,13,0,0,[225 225 225 225 225 225 225 225 225 225 225 ],130
Black,17x26 2,6008930,237149,145687,12,3,4,13,0,0,[250 250 250 250 250 250 250 250 260 270 280 ],576
Black,19-23 2,2579913,120253,79108,12,5,3,13,0,0,[250 250 250 250 250 250 260 270 280 290 300 ],312
Black,32x41 2,44195,1015,2073,12,9,3,13,0,0,[275 275 285 295 305 315 325 335 345 355 365 ],26
Black,23-28 2,6222249,334952,171994,12,5,2,13,0,0,[400 400 400 400 400 400 410 420 430 440 450 ],660
Black,12-17 2,872078,139036,59010,12,4,2,13,0,0,[400 400 410 420 425 425 435 445 450 450 450 ],254
Black,28x37 2,3883,20,416,12,9,2,13,0,0,[300 300 310 320 330 340 350 360 370 380 390 ],23
Black,25-30 2,87184,10038,8964,12,3,1,13,0,0,[425 425 425 425 435 445 450 450 450 450 460 ],56
Black,29-34 2,145111,13442,9266,12,5,1,13,0,0,[425 425 435 445 450 450 450 450 460 470 480 ],56
Black,34-39 2,559613,36635,19238,12,5,1,13,0,0,[425 425 425 425 435 445 450 450 460 470 480 ],88
Black,17-21 2,1340305,55551,32141,12,7,1,12,0,0,[400 400 400 400 410 420 430 440 450 460 470 ],138
Black,30-35 2,1098491,53338,29045,12,5,1,12,0,0,[400 400 410 420 425 425 425 425 435 445 455 ],134
Black,37-42 2,377797,26087,14535,12,7,1,12,0,0,[400 400 400 400 410 420 430 440 450 460 470 ],85
Black,41-47 4,492242,32477,12336,12,9,1,12,0,0,[400 400 410 420 430 440 450 460 470 480 490 ],80
Black,42-48 4,70969,9224,5435,12,2,1,12,0,1,[525 525 535 545 550 550 550 550 550 550 550 ],52
Black,21x12 2,22,0,0,12,0,1,12,0,2,[550 550 550 550 550 550 550 550 550 550 550 ],22
