sep=,
unoccupiedPromotionLineFieldsWeight=25 pawnWeight=50 kingWeight=150 safePawnWeight=5 safeKingWeight=10 aggregatedDistanceOfPawnToPromotionLineWeight=1 defenderPieceWeight=2 attackPawnWeight=3 centerPawnWeight=4 centerKingWeight=10 mainDiagonalPawnWeight=2 mainDiagonalKingWeight=15 doubleDiagonalPawnWeight=2 doubleDiagonalKingWeight=12 lonerPawnWeight=5 lonerKingWeight=50 holeWeight=10 pruningWindow=11 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,17-21 2,5681838,74792,373716,11,3,20,20,0,0,[0 -2 2 -2 4 -6 5 -6 5 -5 ],2012
Black,11x22 2,6261649,87681,380546,11,4,20,19,0,0,[-7 -5 3 -8 -2 -13 -2 -5 5 -6 ],1973
Black,22x31 2,7955457,90483,344756,12,8,19,19,0,0,[37 26 15 4 -7 -12 -1 -7 4 -7 4 ],1973
Black,6-11 2,5514673,91143,368536,11,4,18,18,0,0,[-10 -18 -10 -12 -1 -4 7 -4 6 -5 ],1979
Black,11-17 2,6271150,84777,350231,11,6,18,18,0,0,[0 -10 -3 -14 -3 -14 -3 -14 -3 -13 ],1979
Black,20-25 2,4329054,78204,344698,10,5,18,18,0,0,[16 5 4 -7 4 -7 0 -11 -1 ],1979
Black,25x34 2,5997834,86246,373262,11,6,18,18,0,0,[54 43 32 21 16 5 15 4 9 -2 ],1981
Black,15-20 2,12382520,81198,344049,10,5,17,17,0,0,[23 12 21 10 20 9 13 2 13 ],1978
Black,16x27x38 2,6757078,94859,346615,11,7,17,17,0,0,[90 79 68 57 60 49 60 49 58 47 ],1979
Black,10-15 2,15083471,122798,338969,10,7,15,16,0,0,[40 42 53 42 53 42 53 42 53 ],1982
Black,17-21 2,14459514,97792,345775,10,4,15,16,0,0,[47 36 47 39 45 36 47 37 48 ],1981
Black,1-6 2,4170971,78018,317420,9,6,15,16,0,0,[74 63 74 63 74 63 68 57 ],1978
Black,4-10 2,4254175,79062,339652,9,5,15,16,0,0,[51 40 51 40 38 28 39 28 ],1979
Black,7-11 2,5359978,94076,352793,10,4,15,16,0,0,[23 12 15 4 5 -6 3 -7 4 ],1976
Black,2-7 2,5425612,89564,354601,11,6,15,16,0,0,[8 -3 -3 -8 3 -8 3 -8 1 -10 ],1978
Black,21-26 2,3973342,104261,338914,11,6,15,16,0,0,[-42 -43 -32 -21 -10 -21 -10 -13 -2 -9 ],1979
Black,18x27 2,5257736,144531,381760,13,10,15,16,0,0,[17 6 -5 -16 -5 -16 -5 -9 2 -9 2 -9 ],1980
Black,19-24 2,4367258,143298,370456,11,7,14,15,0,0,[-33 -44 -33 -34 -23 -12 -1 -12 -1 -10 ],1978
Black,24x33 2,5535691,103837,335360,12,4,14,15,0,0,[25 14 13 2 2 -4 7 -2 6 -3 8 ],1980
Black,12x21 2,5185532,134827,398557,11,5,13,15,0,0,[81 70 76 65 65 54 62 51 62 53 ],1981
Black,33-38 2,4138605,120853,387752,11,3,12,15,0,0,[82 76 87 79 80 69 74 63 67 57 ],1978
Black,20-24 2,7021757,113000,362245,10,4,12,15,0,0,[70 67 78 67 64 53 64 54 64 ],1980
Black,11-16 2,8379293,122853,357832,12,4,12,15,0,0,[98 87 76 65 64 54 63 52 60 56 56 ],1976
Black,6-11 2,8094262,122934,397757,11,3,12,14,0,0,[54 43 54 48 54 45 50 47 55 44 ],1978
Black,21x32 2,7330243,106465,335084,14,8,12,14,0,0,[72 61 57 46 35 24 35 25 33 22 33 28 39 ],1980
Black,26x37 2,7341808,106788,336217,12,7,11,13,0,0,[57 46 35 24 35 25 33 22 33 28 39 ],1978
Black,11-17 2,7349561,106988,336962,10,5,10,12,0,0,[32 21 32 25 33 22 33 28 39 ],1976
Black,14x25 2,13237914,156672,395327,12,7,10,12,0,0,[77 66 77 69 80 81 92 81 92 87 98 ],1981
Black,17x28x37 2,14267254,166099,389831,12,7,9,12,0,0,[199 188 199 194 205 194 205 197 208 216 227 ],1980
Black,9-14 2,7350330,164249,398627,11,5,7,12,0,0,[201 194 205 194 205 197 208 216 227 225 ],1981
Black,25x34x43 2,13340618,193595,336951,13,10,7,12,0,0,[265 254 265 265 276 287 298 309 320 331 342 353 ],1981
Black,37-42 2,13311030,193305,336614,11,8,5,11,0,0,[269 265 276 287 298 309 320 331 342 353 ],1977
Black,42-48 4,19948653,181708,419236,12,9,5,11,0,0,[380 369 380 391 402 413 424 433 444 455 466 ],1976
Black,7-11 2,5716785,214812,488047,10,6,5,11,0,1,[409 404 415 417 428 439 450 461 472 ],1976
Black,16x27 2,15980184,300091,545618,14,12,5,11,0,1,[430 419 430 441 452 463 474 485 496 507 518 529 540 ],1978
Black,3-9 2,13547475,256358,487878,12,9,4,11,0,1,[456 455 466 477 488 499 510 521 532 543 554 ],1979
Black,48x30 4,31470640,415791,579424,13,11,4,11,0,1,[491 502 513 524 535 546 557 568 579 590 601 612 ],1976
Black,8-12 2,16617351,397810,573873,12,10,3,11,0,1,[543 532 543 554 565 576 587 598 609 620 631 ],1976
Black,11-16 2,15497914,421298,627213,12,8,3,11,0,1,[537 545 556 567 578 587 598 609 620 631 642 ],1976
Black,27x36 2,25688664508,207017,228879,21,19,3,11,0,1,[523 534 545 556 567 578 589 600 611 622 633 644 655 666 677 688 699 710 721 732 ],1982
Black,36x47 4,2621902858,595179,464356,21,15,2,11,0,1,[739 750 761 772 783 794 805 816 827 838 849 860 871 882 893 904 909 909 909 909 ],1974
Black,47-41 4,1630647937,579479,467163,19,5,1,11,0,2,[846 847 858 869 880 891 902 909 909 909 909 909 909 909 909 909 909 909 ],1978
Black,30x43 4,114,0,0,39,0,1,11,0,2,[909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 909 ],26
White,34-30 1,4973288,75076,357890,11,3,20,20,0,0,[3 0 3 -2 5 -4 7 -4 7 -3 ],1961
White,31-26 1,7257226,106606,421452,12,6,20,20,0,0,[14 3 14 3 12 1 2 -4 7 -3 8 ],1982
White,26x17 1,4603893,76954,350737,14,5,20,20,0,0,[44 33 22 11 8 0 10 0 8 -1 6 -5 6 ],1981
White,32-27 1,6588211,90587,354220,12,4,19,19,0,0,[11 0 11 3 10 0 8 -1 6 -5 6 ],1978
White,38x27 1,5725623,91894,379333,12,8,18,19,0,0,[10 -1 10 -1 8 -3 6 -5 6 -5 6 ],1978
White,39x30 1,5595591,93243,370416,10,7,17,18,0,0,[-7 -18 -7 -18 -7 -18 -7 -14 -3 ],1978
White,36-31 1,7410698,134600,404107,10,7,17,17,0,0,[6 -5 6 -5 6 -4 7 -4 7 ],1975
White,30-25 1,6869847,104105,382108,10,7,17,17,0,0,[8 -3 8 -3 6 -5 6 -5 6 ],1978
White,25x14 1,6134026,75912,299848,14,11,17,17,0,0,[56 45 56 45 56 45 34 23 12 1 2 -9 2 ],1978
White,27x16 1,5869595,70077,271042,12,8,16,16,0,0,[53 42 53 42 31 20 9 -2 3 -8 2 ],1979
White,33x22 1,13688334,146021,345256,12,10,16,15,0,0,[124 113 102 91 80 69 58 47 36 25 14 ],1975
White,37-32 1,8307511,136453,345439,10,4,14,14,0,0,[17 6 8 -3 3 -8 2 -9 1 ],1974
White,43-39 1,7838800,124295,363311,10,5,14,14,0,0,[17 6 7 -4 5 -6 0 -11 0 ],1976
White,32-27 1,7332130,136613,375921,10,4,14,14,0,0,[19 8 13 2 11 0 6 -5 4 ],1974
White,27-21 1,6286014,114622,370498,9,4,14,14,0,0,[25 14 12 1 9 -2 4 -7 ],1976
White,41-37 1,5162583,112933,334273,10,3,14,14,0,0,[8 -3 -5 -16 -7 -18 -18 -18 -14 ],1975
White,37-32 1,6867970,107736,317062,10,6,14,14,0,0,[10 -1 -12 -23 -34 -45 -44 -55 -50 ],1976
