sep=,
unoccupiedPromotionLineFieldsWeight=25 pawnWeight=50 kingWeight=150 safePawnWeight=5 safeKingWeight=10 aggregatedDistanceOfPawnToPromotionLineWeight=1 defenderPieceWeight=2 attackPawnWeight=3 centerPawnWeight=4 centerKingWeight=10 mainDiagonalPawnWeight=2 mainDiagonalKingWeight=15 doubleDiagonalPawnWeight=2 doubleDiagonalKingWeight=12 lonerPawnWeight=0 lonerKingWeight=0 holeWeight=0 pruningWindow=11 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,4726483,74735,337067,11,0,20,20,0,0,[8 0 5 0 6 -1 5 -2 5 -2 ],1979
White,32-28 1,5775987,86799,364509,11,0,20,20,0,0,[15 7 13 5 12 5 11 4 11 3 ],1969
White,34-29 1,6720697,97314,362439,11,0,20,20,0,0,[15 7 8 7 10 4 11 3 10 2 ],1970
White,29-23 1,6754808,87462,380026,12,1,20,20,0,0,[17 7 18 8 14 6 14 6 9 3 9 ],1980
White,33x24x13 1,4058258,96446,369333,12,4,19,20,0,0,[59 48 37 26 15 6 9 2 9 3 9 ],1978
White,37-32 1,4742076,100759,352933,11,0,18,18,0,0,[14 6 14 6 9 4 11 7 14 9 ],1971
White,39x28 1,5921515,85004,362323,10,0,17,18,0,0,[12 4 9 4 9 0 10 5 9 ],1977
White,38-33 1,7797012,114743,377227,10,0,17,17,0,0,[44 36 37 32 39 34 40 33 39 ],1974
White,42-37 1,5470514,94408,321565,9,0,17,17,0,0,[48 40 41 34 41 36 39 31 ],1978
White,43-38 1,5277354,113038,357789,10,0,17,17,0,0,[48 40 41 32 39 34 38 34 42 ],1979
White,37-31 1,6858451,143410,410234,10,0,17,17,0,0,[78 70 71 62 69 62 67 62 68 ],1977
White,31-27 1,5424274,118126,361597,10,2,17,17,0,0,[74 66 77 69 70 63 70 59 66 ],1976
