sep=,
unoccupiedPromotionLineFieldsWeight=25 pawnWeight=50 kingWeight=150 safePawnWeight=5 safeKingWeight=10 aggregatedDistanceOfPawnToPromotionLineWeight=1 defenderPieceWeight=2 attackPawnWeight=3 centerPawnWeight=4 centerKingWeight=10 mainDiagonalPawnWeight=2 mainDiagonalKingWeight=15 doubleDiagonalPawnWeight=2 doubleDiagonalKingWeight=12 lonerPawnWeight=15 lonerKingWeight=50 holeWeight=15 pruningWindow=11 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,5845174,82033,390070,11,6,20,20,0,0,[12 1 4 0 11 0 9 -2 9 -2 ],1992
Black,18-22 2,9535894,92718,385305,12,9,20,20,0,0,[5 -6 5 -6 5 -6 5 -5 6 -5 6 ],1962
Black,13-18 2,12317380,82444,388768,12,9,20,20,0,0,[29 18 9 -2 9 -2 9 -2 9 -2 9 ],1980
Black,18x29 2,10141953,113871,379029,14,9,20,20,0,0,[38 27 16 5 15 4 2 -7 4 -7 4 -7 4 ],1977
Black,8x19 2,10140224,113854,378858,12,8,19,18,0,0,[15 4 15 4 2 -7 4 -7 4 -7 4 ],1978
Black,22x33 2,4602809,98381,372705,12,7,18,18,0,0,[39 28 17 6 13 2 13 2 10 -1 8 ],1974
Black,2-8 2,5202547,107436,385261,11,6,17,17,0,0,[2 -9 2 3 14 18 23 12 23 12 ],1977
Black,12-18 2,5111306,97058,348537,10,4,17,17,0,0,[8 -3 8 -3 -4 -12 -3 -14 -4 ],1980
Black,8-12 2,5979761,97493,333055,10,8,17,17,0,0,[0 -11 0 -11 0 -11 0 -11 0 ],1977
Black,3-8 2,6052175,130515,411395,11,6,17,17,0,0,[21 10 13 2 9 -2 8 -3 8 -3 ],1981
Black,9-13 2,9155572,125715,387051,12,7,17,17,0,0,[-11 -22 -20 -31 -20 -31 -21 -32 -21 -31 -20 ],1979
Black,11-16 2,12332917,109389,380885,12,8,17,17,0,0,[-39 -50 -39 -50 -39 -41 -30 -35 -24 -35 -24 ],1979
