sep=,
unoccupiedPromotionLineFieldsWeight=0 pawnWeight=50 kingWeight=50 safePawnWeight=0 safeKingWeight=0 aggregatedDistanceOfPawnToPromotionLineWeight=0 defenderPieceWeight=0 attackPawnWeight=0 centerPawnWeight=0 centerKingWeight=0 mainDiagonalPawnWeight=0 mainDiagonalKingWeight=0 doubleDiagonalPawnWeight=0 doubleDiagonalKingWeight=0 pruningWindow=20000 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,14853384,134759,442638,14,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1978
White,32-27 1,25279243,199746,472873,14,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1964
White,37x28 1,8270872,152498,449335,14,0,19,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1973
White,28-23 1,25708839,191839,425464,14,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1969
White,34x23 1,14952492,215861,451682,15,0,18,19,0,0,[0 -50 50 0 0 0 0 0 0 0 0 0 0 0 ],1974
White,33x22x11 1,24299495,278687,474958,15,0,17,18,0,0,[50 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1970
White,35-30 1,24199218,277113,473446,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1971
White,30-25 1,43665478,371370,506981,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1976
White,36-31 1,38032278,296183,430536,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1976
White,31-27 1,20691509,278457,485041,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1977
White,38-32 1,14358889,250573,480510,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1976
White,32-28 1,15606028,252267,488451,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1978
White,42-37 1,14477948,170128,437292,12,0,16,16,0,0,[0 0 0 -50 0 -50 0 0 0 0 0 ],1976
White,37-31 1,10528442,185836,458871,12,0,16,16,0,0,[0 0 0 -50 0 0 0 0 0 0 0 ],1977
White,39-34 1,5624115,175936,494327,12,0,16,16,0,0,[0 0 0 -50 -50 -50 -50 -50 0 0 0 ],1978
White,27x18 1,7280107,152033,459963,13,0,16,16,0,0,[50 -50 -50 -50 -50 -50 0 -50 0 -50 -50 -50 ],1964
White,43-39 1,7911847,152218,454611,12,0,14,15,0,0,[-50 -50 -50 -50 0 -50 0 -50 -50 -50 0 ],1978
White,39x28 1,5845698,202880,531138,12,0,14,15,0,0,[0 0 0 0 0 -50 -50 -50 0 0 0 ],1977
White,44-39 1,11579573,193960,452074,11,0,14,14,0,0,[0 0 0 -50 -50 -50 0 0 0 0 ],1978
White,34-29 1,11940133,272986,499174,12,0,14,14,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1975
White,39-33 1,9661062,272427,523139,13,0,14,14,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1976
White,31-27 1,9613440,198250,482566,13,0,14,14,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1972
White,26x37 1,10144150,167962,458486,14,0,13,14,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1973
White,37-31 1,10004357,218733,527249,12,0,13,13,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1972
White,31-26 1,8294882,187211,490516,12,0,13,13,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1976
White,26x17 1,12593458,252446,503034,14,0,13,13,0,0,[50 0 0 0 0 0 0 0 0 0 0 0 0 ],1977
White,40-34 1,13021141,266242,544505,13,0,12,12,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1976
White,41-36 1,7981123,218346,541731,12,0,12,12,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1976
White,29x20 1,9594229,233602,504539,14,0,12,12,0,0,[50 0 0 0 50 0 0 0 0 -50 -50 -50 0 ],1973
White,34-29 1,9684664,235723,509456,12,0,11,11,0,0,[0 0 50 0 0 0 0 -50 -50 -50 0 ],1975
White,29x20 1,10350988,212041,518278,14,0,11,11,0,0,[50 0 0 0 0 -50 -50 -50 0 -50 0 -50 0 ],1972
White,36-31 1,10346388,211807,517547,12,0,10,10,0,0,[0 0 0 -50 -50 -50 0 -50 0 -50 0 ],1974
White,31-26 1,10733377,220189,518077,12,0,10,10,0,0,[0 0 0 -50 -50 -50 0 -50 0 0 0 ],1973
White,45-40 1,10536392,202102,527204,12,0,10,10,0,0,[0 0 0 -50 -50 -50 0 -50 0 -50 0 ],1976
White,40-35 1,9084805,221899,534785,12,0,10,10,0,0,[0 0 0 -50 -50 -50 0 -50 0 -50 0 ],1978
White,28-22 1,13870605,214641,513483,13,0,10,10,0,0,[0 0 0 -50 -50 -50 0 -50 0 -50 0 -50 ],1972
White,49-44 1,16930511,176254,550252,14,0,8,10,0,0,[-100 -100 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1978
White,44x33 1,26077351,245326,597954,16,0,8,10,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1976
White,46-41 1,26723799,224705,575954,15,0,8,9,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1974
White,41-36 1,25988533,233221,576250,15,0,8,9,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1973
White,47-41 1,13078551,216116,588446,14,0,8,9,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1973
White,48-42 1,9561521,165556,585877,14,0,8,9,0,0,[-50 -50 -50 -50 -50 -100 -100 -100 -50 -50 -50 -50 -50 ],1975
White,26-21 1,6623846,147982,596239,15,0,8,9,0,0,[-50 -50 -50 -50 -50 -50 -50 -100 -50 -100 -50 -100 -100 -100 ],1971
White,50-45 1,9109503,207495,614453,16,0,7,9,0,0,[-100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -150 -100 ],1968
White,42-38 1,137696903,205087,546006,16,0,7,9,0,0,[-100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 ],1974
White,38x27 1,5581561906,325429,492829,18,0,7,9,0,0,[-50 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 ],1971
White,36x27 1,78417680586,388613,607104,17,0,6,8,0,0,[-50 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -150 ],1976
White,27-21 1,78417787865,390125,610559,15,0,5,7,0,0,[-100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -150 ],1976
White,21-16 1,299672532175,327138,453998,15,0,5,7,0,0,[-100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -150 ],1976
White,16-11 1,342472346568,277303,531532,16,0,5,7,0,0,[-100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 ],1974
