sep=,
unoccupiedPromotionLineFieldsWeight=0 pawnWeight=50 kingWeight=50 safePawnWeight=0 safeKingWeight=0 aggregatedDistanceOfPawnToPromotionLineWeight=0 defenderPieceWeight=0 attackPawnWeight=0 centerPawnWeight=0 centerKingWeight=0 mainDiagonalPawnWeight=0 mainDiagonalKingWeight=0 doubleDiagonalPawnWeight=0 doubleDiagonalKingWeight=0 pruningWindow=20000 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,5957539,113454,492315,13,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1956
Black,21x32 2,9756974,173140,500347,15,0,20,20,0,0,[50 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1973
Black,11-16 2,7989321,157351,468468,13,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1976
Black,18x29 2,6850799,176931,469076,15,0,19,19,0,0,[50 0 50 0 0 0 0 0 0 0 0 0 0 0 ],1971
Black,19x28 2,26124696,292276,485012,16,0,18,18,0,0,[50 -50 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1979
Black,6x17 2,26895210,294795,486799,14,0,17,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1976
Black,1-6 2,23798780,229079,466748,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1977
Black,6-11 2,20427349,269625,500075,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1977
Black,12-18 2,14875138,218738,470433,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1975
Black,7-12 2,15874895,191175,471365,12,0,16,16,0,0,[0 0 50 0 0 0 0 0 0 0 0 ],1976
Black,2-7 2,13249836,192480,461533,12,0,16,16,0,0,[0 0 50 0 0 0 0 0 0 0 0 ],1974
Black,13-19 2,7761959,148209,394632,12,0,16,16,0,0,[0 0 50 50 50 0 50 0 50 0 0 ],1974
Black,8-13 2,11022241,163092,449818,12,0,16,16,0,0,[0 0 50 50 50 50 50 50 50 50 50 ],1976
Black,17x26 2,14016290,196767,459733,13,0,16,16,0,0,[50 50 50 50 50 50 50 50 50 50 50 50 ],1971
Black,3-8 2,6090409,187604,511205,12,0,15,16,0,0,[50 50 100 100 100 50 50 50 50 50 50 ],1979
Black,18-23 2,4066025,159629,476563,12,0,15,16,0,0,[50 50 50 50 50 50 100 100 100 50 100 ],1978
Black,23x34 2,7688015,149987,410899,14,0,15,16,0,0,[100 50 50 50 100 50 50 50 50 50 100 50 50 ],1978
Black,12-17 2,8326264,162781,456447,13,0,14,15,0,0,[50 50 100 50 50 50 50 50 100 50 50 50 ],1975
Black,17x28 2,6451338,200309,505762,13,0,14,15,0,0,[100 50 50 50 100 100 100 50 50 50 50 50 ],1978
