sep=,
unoccupiedPromotionLineFieldsWeight=50 pawnWeight=50 kingWeight=150 safePawnWeight=0 safeKingWeight=0 aggregatedDistanceOfPawnToPromotionLineWeight=0 defenderPieceWeight=0 attackPawnWeight=0 centerPawnWeight=0 centerKingWeight=0 mainDiagonalPawnWeight=0 mainDiagonalKingWeight=0 doubleDiagonalPawnWeight=0 doubleDiagonalKingWeight=0 pruningWindow=20 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,2269640,38226,193194,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1964
Black,21x32 2,2216561,60936,226310,13,2,20,20,0,0,[50 30 10 0 0 0 0 0 0 0 0 0 ],1986
Black,11-16 2,2282445,55212,209043,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1977
Black,18x29 2,2384478,52112,184207,14,4,19,19,0,0,[50 30 50 30 10 0 0 0 0 0 0 0 0 ],1973
Black,19x28 2,3837333,64036,187246,13,2,18,18,0,0,[50 30 10 0 0 0 0 0 0 0 0 0 ],1981
Black,6x17 2,4600514,66880,194825,11,0,17,16,0,0,[0 0 0 0 0 0 0 0 0 0 ],1979
Black,7-11 2,2716236,56144,178386,11,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 ],1977
Black,12-18 2,2900699,55554,188465,11,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 ],1979
Black,8-12 2,3841643,71552,215915,11,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 ],1979
Black,13-19 2,1948755,50933,180624,10,2,16,16,0,0,[0 0 20 0 0 0 0 0 0 ],1978
Black,9-13 2,2012503,50653,186100,10,2,16,16,0,0,[0 0 20 0 0 0 0 0 0 ],1979
Black,17-22 2,1672039,52328,174359,10,2,16,16,0,0,[0 0 20 0 0 0 0 0 0 ],1981
Black,22x31 2,2943741,62202,199366,11,2,16,16,0,0,[50 30 10 0 0 0 0 0 0 0 ],1980
Black,11-17 2,2909526,61383,196600,9,0,15,15,0,0,[0 0 0 0 0 0 0 0 ],1979
Black,16-21 2,2259014,61178,200709,10,2,15,15,0,0,[0 0 20 0 0 0 0 0 0 ],1978
Black,18-22 2,1697238,45192,178200,10,4,15,15,0,0,[0 0 20 0 20 0 0 0 0 ],1976
Black,12-18 2,2132085,49872,203760,10,0,15,15,0,0,[0 0 0 0 0 0 0 0 0 ],1975
Black,22-27 2,1350713,40026,189716,11,0,15,15,0,0,[0 0 0 0 0 0 0 0 0 0 ],1976
Black,17x28x39 2,1831939,39013,176405,13,7,15,15,0,0,[100 80 60 40 20 0 20 0 0 0 0 0 ],1977
Black,2-7 2,1829411,40229,179905,11,4,13,14,0,0,[50 30 10 0 20 0 0 0 0 0 ],1978
Black,7-12 2,1603078,46536,203923,12,2,13,13,0,0,[-50 -50 -30 -10 0 0 0 0 0 0 0 ],1975
Black,13x2 2,1985552,61781,213322,11,0,13,12,0,0,[0 0 0 0 0 0 0 0 0 0 ],1979
Black,18-22 2,1832214,54149,203532,11,2,12,12,0,0,[0 0 20 0 0 0 0 0 0 0 ],1973
Black,27x38 2,2379764,90044,233602,13,2,12,12,0,0,[50 30 10 0 0 0 0 0 0 0 0 0 ],1977
Black,22-27 2,2644253,98110,250031,11,0,11,11,0,0,[0 0 0 0 0 0 0 0 0 0 ],1979
Black,19-24 2,2226363,67906,205416,11,2,11,11,0,0,[0 0 0 0 20 0 0 0 0 0 ],1979
Black,24-29 2,1949840,53958,213133,11,2,11,11,0,0,[0 0 20 0 0 0 0 0 0 0 ],1979
Black,29x40 2,1801693,64349,207664,13,2,11,11,0,0,[50 30 10 0 0 0 0 0 0 0 0 0 ],1989
Black,3-8 2,2553511,74344,235150,12,0,10,10,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1972
Black,8x17 2,2580911,77237,207348,11,0,10,10,0,0,[0 0 0 0 0 0 0 0 0 0 ],1980
Black,17-22 2,2660125,74411,223185,12,2,9,10,0,0,[0 0 0 0 0 0 0 0 20 40 50 ],1972
Black,14x23 2,3414947,85555,195666,13,2,9,10,0,0,[50 30 50 50 50 50 50 50 50 50 50 50 ],1976
Black,10x19 2,3392616,85145,194530,11,0,8,9,0,0,[50 50 50 50 50 50 50 50 50 50 ],1935
Black,15-20 2,4226485,102328,221595,11,2,7,9,0,0,[50 50 50 50 50 50 50 50 70 90 ],1969
Black,20-24 2,2574674,90406,220929,11,2,7,9,0,0,[50 50 50 50 50 50 70 90 100 100 ],1975
Black,4-9 2,2398247,100759,243399,10,2,7,9,0,0,[50 50 50 50 70 90 100 100 100 ],1977
Black,9-13 2,4422600,86940,227216,11,6,7,9,0,0,[0 0 20 40 50 50 70 50 70 90 ],1977
Black,24x15 2,4815386,127475,247496,12,2,7,9,0,0,[50 50 50 50 50 50 70 90 100 100 100 ],1973
Black,13-18 2,4651647,146731,269549,10,2,6,9,0,0,[50 50 50 50 70 90 100 100 100 ],1944
Black,15-20 2,4028797,89379,223321,11,2,6,9,0,0,[100 100 100 100 100 100 100 100 120 140 ],1975
Black,20-24 2,3631783,113088,249141,12,2,6,9,0,0,[100 100 100 100 100 100 120 140 150 150 150 ],1982
Black,22-28 2,3371392,97043,242486,11,2,6,9,0,0,[100 100 100 100 120 140 150 150 150 150 ],1984
Black,18-22 2,4333322,95313,254956,12,4,6,9,0,0,[100 100 120 140 150 150 150 150 170 190 200 ],1977
