sep=,
unoccupiedPromotionLineFieldsWeight=50 pawnWeight=50 kingWeight=50 safePawnWeight=0 safeKingWeight=0 aggregatedDistanceOfPawnToPromotionLineWeight=0 defenderPieceWeight=0 attackPawnWeight=0 centerPawnWeight=0 centerKingWeight=0 mainDiagonalPawnWeight=0 mainDiagonalKingWeight=0 doubleDiagonalPawnWeight=0 doubleDiagonalKingWeight=0 pruningWindow=20 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,2122705,35178,177937,12,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1960
Black,21x32 2,2228386,61240,227259,13,2,20,20,0,0,[50 30 10 0 0 0 0 0 0 0 0 0 ],1980
Black,11-16 2,2504503,57108,215483,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1979
Black,18x29 2,2441617,53252,189149,14,4,19,19,0,0,[50 30 50 30 10 0 0 0 0 0 0 0 0 ],1981
Black,19x28 2,4276524,66241,192951,13,2,18,18,0,0,[50 30 10 0 0 0 0 0 0 0 0 0 ],1979
Black,6x17 2,3272280,58230,172239,11,0,17,16,0,0,[0 0 0 0 0 0 0 0 0 0 ],1978
Black,7-11 2,2705437,55784,177026,10,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 ],1978
Black,12-18 2,2988662,58201,195931,11,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 ],1981
Black,8-12 2,3399080,63211,193363,10,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 ],1980
Black,13-19 2,2072664,55030,187574,10,2,16,16,0,0,[0 0 20 0 0 0 0 0 0 ],1981
Black,9-13 2,2106707,52972,196950,10,2,16,16,0,0,[0 0 20 0 0 0 0 0 0 ],1981
Black,18-23 2,1951017,50777,173169,11,4,16,16,0,0,[0 0 20 40 50 50 50 30 50 50 ],1975
Black,17x26 2,2103233,57091,181112,11,6,16,16,0,0,[50 50 50 50 70 50 70 50 70 50 ],1977
Black,1-6 2,2149171,62679,188771,9,5,15,16,0,0,[50 50 70 90 100 80 100 80 ],1984
Black,2-7 2,2795869,57280,194010,10,6,15,16,0,0,[0 0 20 40 50 30 50 30 10 ],1980
Black,12-17 2,2144227,53702,196253,11,6,15,16,0,0,[-50 -50 -30 -10 0 -20 0 -20 0 0 ],1980
Black,17x28 2,1880005,48477,207619,12,4,15,16,0,0,[0 0 20 0 20 0 0 0 0 0 0 ],1984
Black,20x29x38 2,2266509,64039,195908,12,9,14,16,0,0,[100 80 60 40 20 0 20 40 50 30 50 ],1983
Black,7-12 2,2397809,66644,202812,10,4,12,14,0,0,[0 0 0 0 20 40 50 30 50 ],1980
Black,11x22x31 2,2103344,50902,185726,11,0,12,14,0,0,[100 100 100 100 100 100 100 100 100 100 ],1979
Black,6-11 2,2590982,60605,198933,12,0,10,14,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],1975
Black,11-17 2,2675883,61469,208945,11,2,10,13,0,0,[50 50 50 50 50 50 70 90 100 100 ],1981
Black,16x27 2,3510746,73368,226756,12,0,10,13,0,0,[100 100 100 100 100 100 100 100 100 100 100 ],1980
Black,12-18 2,2654588,71455,220640,10,0,9,13,0,0,[100 100 100 100 100 100 100 100 100 ],1976
Black,15-20 2,3028464,67137,215553,11,2,9,13,0,0,[100 100 100 100 100 100 100 100 120 140 ],1981
Black,23x32 2,5762565,79680,214455,12,3,9,13,0,0,[150 150 150 150 150 150 150 150 170 150 170 ],1982
Black,10-15 2,3217335,71136,206465,11,4,8,13,0,0,[150 150 150 150 150 150 170 150 170 190 ],1979
Black,17-21 2,2295796,96785,237409,11,2,8,13,0,0,[150 150 150 150 150 150 170 190 200 200 ],1983
Black,32x23 2,5927990,82044,215767,12,3,8,13,0,0,[200 200 200 200 200 200 220 240 250 250 270 ],1977
Black,18-22 2,2861716,98351,253630,10,3,7,13,0,0,[200 200 200 200 220 240 250 250 270 ],1981
Black,13-18 2,3996046,79798,230223,11,6,7,13,0,0,[200 200 220 240 250 250 270 250 270 290 ],1979
Black,19-24 2,3326442,88271,251448,10,4,7,13,0,0,[250 250 250 250 270 250 270 290 300 ],1979
Black,14-19 2,2361360,71971,225342,10,4,7,13,0,0,[250 250 270 250 270 290 300 300 300 ],1982
Black,19x10 2,9052028,122592,258155,13,2,7,12,0,0,[250 250 250 250 250 250 250 250 250 250 270 290 ],1979
Black,24x35 2,4255647,99603,259932,12,4,6,12,0,0,[300 300 300 300 320 340 350 350 370 390 400 ],1973
Black,10-14 2,3688924,116630,255942,11,4,5,12,0,0,[300 300 320 340 350 350 370 390 400 400 ],1981
Black,14-19 2,3465328,113475,266070,10,4,5,12,0,0,[350 350 370 390 400 400 420 400 400 ],1980
Black,23x34 2,3154890,113438,277607,12,4,5,12,0,0,[400 400 400 400 420 440 450 450 470 490 500 ],1978
Black,18-23 2,4030508,87026,198273,11,7,4,12,0,0,[400 400 420 440 460 480 500 500 520 540 ],1978
Black,26x37 2,5003356,130124,292767,14,9,4,12,0,0,[450 470 490 500 520 540 550 550 570 590 610 630 650 ],1981
Black,37x46 4,2950442,134000,257467,14,10,3,12,0,0,[500 520 540 560 580 600 620 640 660 680 700 700 700 ],1979
Black,15-20 2,3304553,152740,259466,12,7,2,12,0,1,[600 600 620 640 660 680 700 700 720 740 750 ],1972
Black,23-29 2,3175791,214834,284454,13,7,2,12,0,1,[600 600 620 640 660 680 700 720 740 750 750 750 ],1975
Black,29x38 2,5178107,248430,244003,16,7,2,12,0,1,[600 620 640 660 680 700 720 740 750 750 750 750 750 750 750 ],1978
Black,34-40 2,8050037,243438,237883,15,2,1,12,0,1,[700 700 720 740 750 750 750 750 750 750 750 750 750 750 ],1980
Black,38-43 2,10706164,362912,250004,14,2,1,12,0,1,[700 700 720 740 750 750 750 750 750 750 750 750 750 ],1978
Black,27-31 2,21003852,294213,223780,14,7,1,11,0,1,[600 620 640 660 680 700 720 740 750 750 750 750 750 ],1980
Black,19-23 2,151672590,479724,244517,14,2,1,11,0,1,[650 650 670 690 700 700 700 700 700 700 700 700 700 ],1955
Black,46x32 4,152,0,0,39,0,1,11,0,1,[700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 700 ],12
White,31-26 1,4416417,58063,237931,13,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1963
White,32-27 1,4623345,56857,198060,13,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1974
White,37x28 1,2613509,65745,241252,13,0,19,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1985
White,28-23 1,4130064,61219,196498,12,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1981
White,34x23 1,3173281,64170,203126,14,2,18,19,0,0,[0 -20 0 0 0 0 0 0 0 0 0 0 0 ],1980
White,33x22x11 1,4176830,65408,190924,12,2,17,18,0,0,[50 30 10 0 0 0 0 0 0 0 0 ],1983
White,35-30 1,3819998,63476,185390,10,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 ],1978
