sep=,
unoccupiedPromotionLineFieldsWeight=25 pawnWeight=50 kingWeight=200 safePawnWeight=5 safeKingWeight=10 aggregatedDistanceOfPawnToPromotionLineWeight=1 defenderPieceWeight=2 attackPawnWeight=3 centerPawnWeight=4 centerKingWeight=10 mainDiagonalPawnWeight=2 mainDiagonalKingWeight=15 doubleDiagonalPawnWeight=2 doubleDiagonalKingWeight=12 pruningWindow=11 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,6160911,89498,400803,11,0,20,20,0,0,[8 0 5 0 6 -1 5 -2 5 -2 ],2238
White,32-28 1,7450144,112954,470817,12,0,20,20,0,0,[15 7 13 5 12 5 11 4 11 3 10 ],1969
White,28-23 1,9160274,144525,486027,12,1,20,20,0,0,[18 10 14 4 15 14 15 8 15 11 15 ],1978
White,34x23 1,13783531,159972,457560,13,2,19,20,0,0,[14 3 14 19 18 10 15 12 15 10 17 10 ],1975
White,33x22x11 1,14070589,169964,449879,12,3,18,19,0,0,[58 47 36 25 15 12 15 10 17 10 17 ],1978
White,35-30 1,13867792,167203,445640,10,0,17,17,0,0,[18 10 15 12 15 10 17 10 17 ],1972
White,30-25 1,17392860,202954,476475,10,0,17,17,0,0,[47 44 44 41 47 39 47 41 46 ],1972
White,38-33 1,16305876,181063,441544,11,0,17,17,0,0,[53 50 54 51 55 50 54 49 54 48 ],1976
White,39-34 1,15600551,179871,462533,11,0,17,17,0,0,[60 55 57 52 55 50 54 49 54 47 ],1978
White,33-29 1,15307267,175897,467462,11,0,17,17,0,0,[58 53 58 51 60 50 58 49 56 48 ],1975
White,43-38 1,15692067,145179,441340,11,0,17,17,0,0,[86 81 86 83 84 78 82 78 83 78 ],1945
White,38-32 1,14656304,161786,451855,11,0,17,17,0,0,[86 81 84 76 84 77 83 78 84 75 ],1978
White,44-39 1,10836329,128912,431005,11,0,17,17,0,0,[90 85 88 83 86 83 85 77 82 75 ],1975
White,39-33 1,10134709,184458,503989,12,1,17,17,0,0,[120 115 118 113 116 113 114 107 114 103 112 ],1974
White,40-35 1,10575663,145804,443804,12,0,17,17,0,0,[114 109 116 108 114 108 115 106 113 105 112 ],1976
White,34-30 1,14370181,197065,459766,12,0,17,17,0,0,[117 112 117 108 117 108 115 108 115 107 112 ],1977
White,30-24 1,28165718,242256,506920,16,7,17,17,0,0,[113 102 113 112 115 108 112 107 112 105 116 127 138 149 160 ],1963
White,24-19 1,31019076,193706,471485,17,10,16,17,0,0,[65 54 57 52 61 56 67 60 71 82 93 104 115 126 137 148 ],1973
White,25x14x3x12x1 3,11013970,143055,450568,14,9,15,17,0,0,[354 353 364 353 364 361 372 383 394 383 394 384 395 ],1980
White,33x24 1,12335792,208662,428748,14,7,15,13,1,0,[446 435 446 457 468 479 479 468 457 449 449 447 447 ],1978
White,1x23x40 3,145329269,481312,599995,18,14,15,12,1,0,[531 520 531 542 553 542 531 520 509 498 487 476 465 454 459 454 465 ],1965
White,40x18x27 3,108803494,466866,568745,16,11,14,10,1,0,[577 574 585 574 563 552 541 530 519 508 497 486 475 476 484 ],1975
White,27x9 3,51662364,377207,591908,14,11,14,8,1,0,[615 604 593 582 571 560 549 538 527 516 505 494 485 ],1976
White,37-31 1,19738272,313860,532609,13,1,13,7,0,0,[452 449 452 447 452 447 457 451 459 454 465 475 ],1974
White,31-27 1,48702814,367645,560424,17,9,13,7,0,0,[478 475 482 475 480 475 486 497 508 519 530 528 539 550 561 572 ],1969
White,35-30 1,34147406,314377,572744,15,7,13,7,0,0,[482 473 478 471 480 473 484 491 502 513 524 535 546 557 ],1976
White,30-24 1,15203387,259860,538718,17,10,13,7,0,0,[481 475 480 473 484 474 485 477 488 499 510 521 532 543 554 565 ],1965
White,24-19 1,34576242,277003,544871,20,15,13,7,0,0,[485 474 477 468 479 473 484 473 484 495 506 517 528 539 550 561 572 583 594 ],1975
White,19x30 1,15866590,329858,652294,18,11,13,7,0,0,[528 523 528 524 535 531 538 527 538 549 560 571 582 593 604 615 626 ],1976
White,30-24 1,15824783,329438,651422,16,10,13,6,0,0,[541 535 542 533 538 527 538 549 560 571 582 593 604 615 626 ],1977
White,27-22 1,64233156,447149,733403,24,16,12,6,0,0,[487 478 483 478 484 480 491 497 508 519 530 541 552 563 574 585 596 607 618 629 640 651 662 ],1975
White,42x33x24 1,93198512,359337,573065,25,16,10,6,0,0,[481 478 482 479 481 480 485 482 493 504 515 526 537 548 559 570 581 592 603 614 625 636 647 658 ],1975
White,24-19 1,93122954,357668,568262,23,16,10,4,0,0,[482 479 481 480 485 482 493 504 515 526 537 548 559 570 581 592 603 614 625 636 647 658 ],1974
White,26x17x6 1,12856,562,1546,39,8,10,4,0,0,[580 580 591 602 613 624 635 646 657 668 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 ],15
White,36x27 1,161,4,8,39,4,10,2,0,0,[624 626 637 648 659 670 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 ],11
White,27x16 1,76,0,0,39,0,10,1,0,0,[678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 678 ],11
