sep=,
unoccupiedPromotionLineFieldsWeight=25 pawnWeight=25 kingWeight=75 safePawnWeight=5 safeKingWeight=10 aggregatedDistanceOfPawnToPromotionLineWeight=1 defenderPieceWeight=2 attackPawnWeight=3 centerPawnWeight=4 centerKingWeight=10 mainDiagonalPawnWeight=2 mainDiagonalKingWeight=15 doubleDiagonalPawnWeight=2 doubleDiagonalKingWeight=12 lonerPawnWeight=0 lonerKingWeight=0 holeWeight=0 pruningWindow=11 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
Black,18-23 2,13691617,605604,1042738,12,0,20,20,0,0,[0 -5 0 -6 1 -5 2 -5 2 -5 3 ],4952
Black,19-24 2,15829454,682118,936411,13,3,20,20,0,0,[4 -1 10 -1 8 0 6 -4 7 -2 7 -1 ],4932
Black,17x28 2,8811490,511190,774220,15,7,20,20,0,0,[26 15 4 1 12 1 12 21 21 10 7 5 16 17 ],4954
Black,23-29 2,9188786,523024,792400,13,5,19,19,0,0,[4 1 12 1 12 21 21 10 7 5 16 17 ],4942
Black,11-17 2,9802514,533985,691696,13,5,19,18,0,0,[-29 -28 -17 -6 5 2 7 5 16 17 22 11 ],4947
Black,6x17 2,14545554,621536,825029,12,1,19,17,0,0,[-47 -46 -38 -43 -32 -22 -17 -18 -15 -18 -12 ],4948
Black,12x23 2,16574690,674792,819447,11,1,18,17,0,0,[-17 -16 -8 -13 -4 -15 -8 -15 -10 -14 ],4957
Black,13-18 2,17566799,630245,845963,10,0,17,17,0,0,[-1 -4 0 -3 2 -4 0 -6 -1 ],4959
Black,20-25 2,14103762,620455,844101,10,0,17,17,0,0,[-5 -7 3 -6 3 -7 1 -7 -2 ],4959
Black,16x27 2,11763462,635382,867244,13,1,17,17,0,0,[17 15 18 7 5 -3 2 -2 -1 -3 0 -5 ],4954
Black,17-22 2,11077478,850528,750268,11,1,16,17,0,0,[23 12 5 -3 2 -2 -1 -3 0 -5 ],4954
Black,9-13 2,15170038,707580,904951,10,0,16,16,0,0,[0 -3 0 -2 -1 -3 -1 -5 -1 ],4956
Black,8-12 2,11011520,668199,890848,10,0,16,16,0,0,[-4 -6 -3 -4 -3 -6 -2 -8 -3 ],4959
Black,14-20 2,9352002,626416,911784,11,0,16,16,0,0,[3 1 4 2 4 0 2 -3 1 -5 ],4965
Black,22-27 2,15074816,753067,821640,11,0,16,16,0,0,[-1 -3 4 -1 3 2 5 -5 -2 -5 ],4962
Black,12x21 2,9539206,661363,940415,13,1,16,16,0,0,[17 12 22 13 16 5 -3 -4 1 -4 1 -7 ],5041
Black,27x38 2,14656202,688089,930700,14,4,15,16,0,0,[41 30 21 10 21 10 4 -1 5 -2 4 -4 3 ],5016
Black,7-12 2,12776280,681730,936625,13,3,14,15,0,0,[21 10 21 10 4 -1 5 -2 4 -4 3 -2 ],5044
Black,24-29 2,14372189,858015,917297,11,1,14,14,0,0,[1 -8 3 4 7 -2 4 -3 3 -5 ],4963
Black,20x29 2,20692862,1169969,851428,12,0,14,13,0,0,[1 -1 2 -3 0 -3 0 -5 0 -6 -1 ],4937
Black,18-22 2,15182377,1083591,936259,11,0,13,13,0,0,[5 2 3 1 0 -1 2 -1 2 -2 ],4963
Black,22-28 2,13605810,839656,931332,11,0,13,13,0,0,[3 1 0 -1 0 -3 0 -2 -2 -5 ],5044
Black,25x34 2,18161021,941662,913995,12,4,13,13,0,0,[21 19 18 7 2 -2 9 -1 10 -1 -3 ],4958
Black,15-20 2,15754581,847384,850479,11,5,12,13,0,0,[18 17 22 11 16 5 16 5 16 12 ],4954
Black,12-17 2,12009663,856679,841811,11,3,12,13,0,0,[27 19 21 10 21 10 18 15 23 21 ],4953
Black,20-25 2,10897927,873227,891204,12,1,12,13,0,0,[25 14 22 14 17 16 23 21 30 25 31 ],4952
Black,25x34 2,14196521,916681,898941,11,1,12,12,0,0,[22 14 17 16 23 21 32 26 33 32 ],4954
Black,28-32 2,12157414,835180,851638,11,4,11,12,0,0,[54 46 48 37 46 35 44 33 44 44 ],4944
Black,10-15 2,9342703,908930,946157,11,1,11,12,0,0,[42 41 45 34 43 50 51 50 52 50 ],5010
Black,32x43 2,12846567,1022690,1013582,13,1,11,12,0,0,[63 52 54 50 51 52 51 53 55 51 54 52 ],4957
Black,13-18 2,12515660,993449,994040,11,0,10,10,0,0,[54 50 51 52 51 53 55 51 54 52 ],4955
Black,23-28 2,11974542,890832,960026,11,0,10,10,0,0,[49 50 51 52 55 49 54 52 52 53 ],4957
Black,18-23 2,9133615,776361,828924,11,0,10,10,0,0,[52 52 55 55 54 52 52 53 63 54 ],4954
Black,29-33 2,10421838,787799,890060,11,0,10,10,0,0,[55 56 54 53 52 51 54 51 54 50 ],4956
Black,28-32 2,9371546,778720,910129,10,0,10,10,0,0,[54 54 54 60 63 63 62 59 56 ],4954
Black,15x24 2,11589245,977098,832438,11,1,10,10,0,0,[66 67 70 72 83 74 76 72 77 76 ],4955
Black,24x35 2,12220618,725819,945824,12,2,9,10,0,0,[95 96 104 93 82 82 83 84 84 82 80 ],4957
Black,35x44 2,10932789,817397,1059793,13,3,8,10,0,0,[118 107 96 85 83 84 84 82 80 80 79 79 ],4955
Black,23-28 2,18390787,1262169,906391,11,0,7,7,0,0,[83 86 87 84 84 82 80 80 80 79 ],4951
