sep=,
unoccupiedPromotionLineFieldsWeight=0 pawnWeight=50 kingWeight=500 safePawnWeight=0 safeKingWeight=0 aggregatedDistanceOfPawnToPromotionLineWeight=0 defenderPieceWeight=0 attackPawnWeight=0 centerPawnWeight=0 centerKingWeight=0 mainDiagonalPawnWeight=0 mainDiagonalKingWeight=0 doubleDiagonalPawnWeight=0 doubleDiagonalKingWeight=0 pruningWindow=20000 bounds=20000
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,AspirationFails,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,14778987,132810,431840,14,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1973
White,32-27 1,28305493,205587,487622,15,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1962
White,37x28 1,8210458,148649,444727,14,0,19,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1967
White,28-23 1,26669360,198212,427709,14,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1968
White,34x23 1,14176739,210535,456775,15,0,18,19,0,0,[0 -50 50 0 0 0 0 0 0 0 0 0 0 0 ],1975
White,33x22x11 1,25447293,295295,477580,15,0,17,18,0,0,[50 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1971
White,35-30 1,25585645,297219,483336,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1972
White,30-25 1,37275152,357307,502171,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1974
White,36-31 1,38682178,299536,431993,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1974
White,31-27 1,21139656,283146,486298,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1971
White,38-32 1,14275271,252911,488576,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1974
White,32-28 1,15597119,252037,486812,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1972
White,41-36 1,14367301,187881,442697,12,0,16,16,0,0,[0 0 0 -50 0 -50 0 0 0 0 0 ],1976
White,26-21 1,10377021,153995,404945,11,0,16,16,0,0,[0 0 0 -50 -50 -50 -50 -50 0 -50 ],1967
White,28-22 1,13548031,189025,434648,12,0,15,16,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1978
White,39-33 1,5411112,165784,436578,12,0,15,16,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1975
White,33-29 1,4758227,127610,421488,12,0,15,16,0,0,[-50 -50 -50 -50 -50 -100 -50 -50 -50 -50 -50 ],1974
White,40x29 1,8014858,154772,429382,13,0,14,16,0,0,[-50 -50 -50 -100 -50 -50 -50 -50 -50 -100 -50 -50 ],1974
White,29-23 1,16547489,228968,472863,13,0,14,15,0,0,[-50 -100 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1966
White,23x32 1,9072454,207999,472041,13,0,13,15,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1972
White,42-37 1,12581325,271482,524445,12,0,13,14,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1974
White,36-31 1,12621640,261072,521389,12,0,13,14,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1977
White,43-38 1,10420886,279304,544479,12,0,13,14,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1975
White,32-28 1,8107908,267234,546833,12,0,13,14,0,0,[-50 -50 -50 -50 -50 -50 -50 -50 -50 -50 -50 ],1977
White,38-32 1,13518008,257358,477773,13,0,13,14,0,0,[-50 -50 -50 -50 -50 -100 -50 -50 -50 -50 -50 -50 ],1966
White,28-22 1,29742304,305648,494225,15,0,13,14,0,0,[-50 -50 0 -100 -50 -50 -50 -50 -50 -50 350 300 350 300 ],1975
White,32x23x12 1,9798308,166501,456303,17,0,12,14,0,0,[0 -100 -50 -50 -50 -50 -50 -50 350 300 350 300 300 300 300 300 ],1976
White,47x36 1,9758064,165947,454481,15,0,10,12,0,0,[-50 -50 -50 -50 -50 -50 350 300 350 300 300 300 300 300 ],1974
White,12-7 1,10402680,166256,463911,13,0,9,11,0,0,[-100 -100 -50 -50 350 300 300 300 300 300 300 300 ],1977
White,36-31 1,12360662,171543,460233,12,0,9,11,0,0,[350 350 350 350 350 300 300 300 350 300 300 ],1973
White,44-39 1,15134000,219600,461978,12,0,8,11,0,0,[300 300 300 300 300 300 300 300 300 300 300 ],1971
White,39-33 1,14788442,179674,451064,11,0,8,11,0,0,[300 300 300 300 300 300 300 300 300 250 ],1973
White,33-29 1,12110803,179786,460328,12,0,8,11,0,0,[300 300 300 300 300 300 300 300 300 250 300 ],1974
White,7-2 3,11443631,225670,469247,13,0,8,11,0,0,[300 300 300 300 300 300 300 300 300 300 300 300 ],1973
White,29x20 1,18809895,215699,459689,14,0,8,11,1,0,[350 300 300 300 350 300 300 300 300 300 300 300 300 ],1972
White,45-40 1,19143431,216736,462174,12,0,7,10,1,0,[300 300 350 300 300 300 300 300 300 300 300 ],1973
White,25-20 1,5853863,163579,405667,11,0,7,10,1,0,[300 300 300 300 300 300 300 300 300 250 ],1969
White,46-41 1,21323342,208310,444652,11,0,6,10,1,0,[250 250 250 250 250 250 250 250 250 250 ],1974
White,41-37 1,11731462,148086,400376,11,0,6,10,1,0,[250 250 250 250 250 250 250 250 250 100 ],1978
White,48x37 1,17081382,208876,450815,13,0,5,10,1,0,[250 250 250 250 250 250 250 -50 -50 -50 -50 -50 ],1976
White,2-16 3,31555573,232164,497998,11,0,5,9,1,0,[250 250 250 250 250 250 250 250 250 250 ],1975
White,16-43 3,29487687,287390,497317,11,0,5,9,1,0,[250 250 250 250 250 250 250 250 250 250 ],1971
White,40-34 1,10487657,258848,511411,11,0,5,9,1,0,[250 250 250 250 250 250 250 250 250 250 ],1972
White,34-29 1,15433930,232125,483107,12,0,5,9,1,0,[250 250 250 250 250 250 250 250 250 250 250 ],1972
White,29x20 1,11716772,248241,519714,13,0,5,9,1,0,[300 250 250 250 250 250 250 250 250 250 250 250 ],1972
White,43-16 3,12246865,259362,528796,11,0,4,8,1,0,[250 250 250 250 250 250 250 250 250 250 ],1972
White,16-2 3,25419724,238600,508739,12,0,4,8,1,0,[250 250 250 250 250 250 250 250 250 250 250 ],1976
White,2-7 3,43243984,280328,505483,12,0,4,8,1,0,[250 250 250 250 250 250 250 250 250 250 250 ],1974
White,7-11 3,57223374,279413,521882,11,0,4,8,1,0,[250 250 250 250 250 250 250 250 250 200 ],1975
White,11-16 3,76702917,271648,521809,11,0,4,8,1,0,[250 250 250 250 250 250 250 250 250 250 ],1976
White,49-43 1,131757426,308622,521205,11,0,4,8,1,0,[250 250 250 250 250 200 200 150 150 150 ],1970
White,43-38 1,263870117,347321,478895,11,0,3,8,1,0,[200 150 150 150 150 150 150 150 150 100 ],1971
White,50-44 1,296495518,393419,560514,11,0,2,8,1,0,[150 150 150 150 150 150 150 150 150 -200 ],1974
White,16-27 3,186883721,335182,560786,12,0,2,8,1,0,[150 150 150 150 150 150 150 150 150 -200 -200 ],1975
White,27-16 3,21936675654,327176,555670,13,0,2,8,1,0,[150 150 150 150 150 100 100 -200 -200 -250 -250 -300 ],1973
White,16-2 3,170113920504,370957,523933,13,0,2,8,1,0,[150 150 150 150 150 100 150 -200 -200 -300 -300 -300 ],1971
White,2-11 3,169777484931,324629,501784,13,0,2,8,1,0,[150 150 150 -250 -250 -250 -250 -250 -250 -250 -250 -350 ],1974
White,11x39 3,17093899652768,975391,558052,25,0,2,8,1,0,[200 -300 -300 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 ],1976
White,44-39 1,15560560073557,950811,545186,23,0,1,7,0,0,[-300 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 -350 ],1976
Black,16-21 2,6047585,116055,511147,13,0,20,20,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1980
Black,21x32 2,9762984,169840,485787,15,0,20,20,0,0,[50 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1984
Black,11-16 2,7982783,153084,453408,13,0,19,19,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1969
Black,18x29 2,6258342,158837,448736,15,0,19,19,0,0,[50 0 50 0 0 0 0 0 0 0 0 0 0 0 ],1974
Black,19x28 2,25441380,295087,476702,16,0,18,18,0,0,[50 -50 0 0 0 0 0 0 0 0 0 0 0 0 0 ],1976
Black,6x17 2,25444879,295200,477255,14,0,17,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 ],1976
Black,1-6 2,20666443,223779,450245,12,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 ],1970
Black,6-11 2,15707016,231405,459731,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1977
Black,12-18 2,14976107,217483,456849,13,0,16,16,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 ],1972
Black,7-12 2,13175951,177266,439174,12,0,16,16,0,0,[0 0 50 0 0 0 0 0 0 0 0 ],1973
Black,2-7 2,12774199,184909,441367,12,0,16,16,0,0,[0 0 50 0 0 0 0 0 0 0 0 ],1972
Black,13-19 2,10103433,163810,436282,12,0,16,16,0,0,[0 0 50 50 50 0 50 0 50 0 0 ],1973
Black,8-13 2,9138932,157754,450233,12,0,16,16,0,0,[0 0 50 0 50 0 0 0 0 0 0 ],1970
