sep=,
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,#WP,#BP,#WK,#BK,EvaluationValues
White,31-26 1,1527603,51262,379517,12,20,20,0,0,0 0 0 0 0 0 0 0 0 0 0 
White,32-27 1,1498580,42355,443516,12,20,20,0,0,0 0 0 0 0 0 0 0 0 0 0 
White,37x28 1,1364024,71048,424462,12,19,20,0,0,0 0 0 0 0 0 0 0 0 0 0 
White,28-23 1,2022765,190723,318889,11,19,19,0,0,0 0 0 0 0 0 0 0 0 0 
White,34x23 1,1949732,86923,453834,14,18,19,0,0,0 -25 25 0 0 0 0 0 0 0 0 0 0 
White,33x22x11 1,1652395,127503,410075,13,17,18,0,0,25 0 0 0 0 0 0 0 0 0 0 0 
White,35-30 1,1954645,152582,469969,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,30-25 1,1945127,147616,501037,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,36-31 1,2299847,181661,437846,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,31-27 1,2045834,123592,492588,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,38-32 1,1749644,117531,476531,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,39-33 1,1862065,153583,543672,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,33-28 1,1702579,144370,533937,10,16,16,0,0,0 0 0 0 0 0 0 0 0 
White,43-38 1,1673897,61705,357910,11,16,16,0,0,0 0 0 -25 0 0 0 0 0 0 
White,38-33 1,1504406,49387,286248,11,16,16,0,0,0 0 0 0 0 0 0 0 0 0 
White,27x16 1,1624160,76022,437050,13,16,16,0,0,25 25 25 25 25 25 25 25 25 25 25 25 
White,26x17x6 1,1681832,86396,501705,14,16,15,0,0,75 75 100 75 100 100 100 100 100 100 100 100 100 
White,6x17 1,1844450,103808,490940,13,16,13,0,0,100 75 100 100 100 100 100 100 100 100 100 100 
White,16x27 1,2145651,133064,393164,13,15,12,0,0,100 100 100 100 100 100 100 100 100 100 100 100 
White,27-21 1,2419910,155252,394703,11,15,11,0,0,100 100 100 100 100 100 100 100 100 100 
White,21x12x23 1,2026711,360629,632390,14,15,11,0,0,150 150 150 150 175 175 200 175 225 200 200 200 200 
White,23x12 1,2631801,439449,303234,13,15,9,0,0,175 175 175 175 200 175 225 200 300 275 275 275 
White,12-7 1,1626176,355267,628424,11,15,8,0,0,175 175 225 225 275 275 300 300 325 300 
White,7-1 3,2418653,147663,457833,11,15,8,0,0,300 300 300 300 300 300 325 325 325 325 
White,1x23 3,2022615,56726,533739,12,15,8,1,0,325 325 325 325 325 325 325 325 350 350 350 
White,23-7 3,2176266,105280,502238,11,15,7,1,0,325 325 325 325 325 325 350 350 350 350 
White,7x23 3,2605303,631627,745630,11,15,7,1,0,350 350 350 350 375 350 350 350 375 350 
White,23-18 3,3128528,897477,269278,11,15,6,1,0,350 350 375 375 375 375 375 375 375 375 
White,25x14x23 1,2703327,319201,440810,11,15,6,1,0,400 400 400 400 400 400 425 425 425 425 
White,18-12 3,2640515,332947,363950,9,15,4,1,0,400 400 425 425 425 425 425 425 
White,12-7 3,1671430,265568,374680,9,15,4,1,0,400 400 425 425 425 425 425 425 
White,23x14x5 3,2170767,114199,622482,13,15,4,1,0,575 575 575 575 600 600 600 600 625 625 625 625 
White,5-10 3,2140137,92958,552649,11,15,2,2,0,575 575 600 600 600 600 625 625 625 625 
White,7-1 3,2111502,66441,660976,12,15,2,2,0,575 575 575 575 625 625 625 625 625 625 625 
White,1x34 3,684,1,99,99,15,2,2,0,600 600 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 
White,34x25 3,196,0,0,99,15,1,2,0,625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 625 
