sep=,
PlayerSide,Move,TraversedNodes,FetchedNodes,SubtreesPruned,SearchDepth,#WP,#BP,#WK,#BK,EvaluationValues
Black,16-21 2,1905417,48564,440638,12,20,20,0,0,0 0 0 0 0 0 0 0 0 0 0 
Black,21x32 2,1661747,94248,549156,13,20,20,0,0,25 0 0 0 0 0 0 0 0 0 0 0 
Black,11-16 2,2090038,125372,497503,12,19,19,0,0,0 0 0 0 0 0 0 0 0 0 0 
Black,18x29 2,1934600,76307,414123,14,19,19,0,0,25 0 25 0 0 0 0 0 0 0 0 0 0 
Black,20x29 2,1947277,92718,522718,13,18,18,0,0,25 0 25 25 25 25 25 25 25 25 25 25 
Black,19x28 2,2209852,178819,407480,13,17,17,0,0,25 25 25 25 25 25 25 25 25 25 25 25 
Black,16x27 2,1996809,80868,453743,12,16,17,0,0,50 50 50 25 25 25 50 25 25 25 25 
Black,6-11 2,2175664,281088,418274,10,15,17,0,0,50 50 50 25 50 25 50 25 50 
Black,13-18 2,1974491,159718,459252,11,15,17,0,0,50 50 75 50 50 50 50 25 50 50 
Black,14x23 2,1955859,141488,483817,12,15,17,0,0,75 75 75 25 50 50 50 50 50 50 50 
Black,27x36 2,1690641,101810,381635,13,14,17,0,0,100 100 100 100 100 100 100 100 100 100 100 100 
